5115.411936826675,968746.0040866735
82033.9684485404,604434.0555463108
88720.64576662699,166206.6995701926
47892.84217522223,836766.9046334635
59168.74675829071,486691.01673823944
20188.81027335659,821467.3555321597
68639.20803078687,368290.6704941248
36151.44701954172,187612.81140936376
55660.72877226244,533446.8790713478
79447.04629577456,147383.94232988468
86584.98168928882,231279.46683349524
74037.15808579729,223479.39507049037
33305.7031094665,863449.278557281
82186.28626309414,160740.4981236668
16226.461360818048,648361.1009260751
74203.8167805956,172904.99005095463
67851.13032332512,342142.39990658686
84951.55366990001,250370.92728497277
51581.437122393705,313258.3512611488
37770.92622651,439495.0249448258
60493.39387057174,212786.23031405313
62646.44209096576,200472.23780087274
23369.35651658443,689670.0489053023
70020.16041568235,147811.74249183782
62833.42317293004,151872.02042850133
76950.82134826542,232613.68895119373
49365.71496488959,226485.3857415091
81797.76210022016,331789.6650995133
44703.33796537214,801139.6004037572
24082.439948836367,720193.636993457
56867.13252644556,237046.2463191263
44494.17804357479,337752.0194277499
77394.07203113899,342565.77342532
63409.809934998135,196202.3975041583
27700.58836603315,349217.15332850715
110191.43422388789,194490.55884253315
69439.30312864925,523048.0274923006
38396.66684914284,489568.78744542465
30712.54825807061,361637.4194237753
29735.435416030017,594600.5034682854
27684.841602708682,959946.4761350057
91723.21164503157,192943.42169490506
48124.527622111935,287815.2057281586
60991.52245635347,417480.3604505826
46355.61960032788,798577.6805377194
76223.72987577198,525976.3698940452
70220.69522152917,456841.27075579314
25740.465804701344,367035.53684743325
90790.36840396844,448977.6989842101
71257.51497922218,338426.8137435653
83963.8337121426,277350.6173073673
46818.14001618751,412516.64436214993
58020.5732255221,188106.41217025282
74496.7832607748,224471.9931284168
102944.4384785713,241663.9029560773
64314.30971004499,408674.682491537
85482.35556733287,248516.58088098175
63186.49697502587,452788.4416721546
8057.218867202847,729632.4105560182
28365.47412808809,382157.4350387284
49596.57731143442,403076.91801820864
58943.95577338785,858563.4854220776
85006.4866145759,371822.74842377746
32246.17048110093,193192.96265649752
69277.39877319513,570145.3668829671
45366.13364725946,211304.25495625904
54026.93675083355,467324.4673832635
23484.799089358898,394025.42785075697
28949.076092190564,309566.5021819189
17508.568149612584,463240.76664436585
24541.643731407657,714883.096059145
9728.969650749188,749255.9800072181
44962.684400662394,339992.39465407457
89512.48198769483,142094.49767338988
17581.687719875816,401922.8882880936
40583.24000605326,202620.15017789198
74222.02718279269,140562.19854055936
30306.90756047091,345567.7725822846
110287.99585171645,243362.07984135588
57337.00120671116,310243.293208806
60935.32748958327,413567.385164314
98374.73232227212,293549.82977785874
51703.17785175022,629073.287472619
4987.8579005609445,887257.0716202456
33186.206801455126,448947.20868349535
99518.2983975138,371262.3480127026
47382.25434064103,275904.0284254944
72044.45585051521,312519.31059326156
31950.679424303085,271662.48486132146
64314.28373139883,326972.0498515334
74773.17196351617,381970.7710334444
61558.643954716405,185694.97321369857
75492.86655542752,353568.6118055882
99998.53399570605,146045.63278696733
109716.85313742739,290448.30182578025
63701.16538441013,456156.60045263136
37852.620542048215,203108.0176613911
100545.23967604006,573047.4427667704
85782.08224075851,550694.674114905
48945.58567799076,154120.9026306895
